date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,windspeed_10m_max,temp_anomaly,water_balance,cumulative_water_balance,aridity_index,temp_rolling_12m,precip_rolling_12m,SPI_12_z,SPEI_12_z
2007-10-01,18.809677419354838,22.919354838709676,15.432258064516128,132.0,83.12,423.84000000000003,18.200000000000003,1.3319404828115893,48.879999999999995,-4482.68,0.629220287660863,17.69181899641577,677.8000000000001,0.5608940176509492,0.6841784365217999
2007-11-01,12.92,16.943333333333335,9.786666666666667,141.79999999999998,50.87,298.74,15.54,-4.5577369365432485,90.92999999999998,-4391.75,0.35849189570119805,17.38181899641577,799.3,1.577093506407602,1.6000178575368913
2007-12-01,10.59032258064516,14.361290322580645,7.522580645161291,47.6,45.77,268.95,15.606451612903227,-6.887414355898088,1.8299999999999983,-4389.92,0.9595387840670859,17.262732974910396,724.1999999999999,0.9489734931925836,1.1297804905828732
2008-01-01,10.45483870967742,15.345161290322581,6.661290322580645,25.400000000000002,50.05,326.63,14.712903225806452,-7.022898226865829,-24.649999999999995,-4414.57,1.9627450980392154,17.22698028673835,739.6999999999999,1.078612111099811,1.2384729766130507
2008-02-01,11.437931034482759,16.348275862068967,7.337931034482759,22.0,65.19,390.67,16.30344827586207,-6.03980590206049,-43.19,-4457.759999999999,2.9497737556561083,17.10514120627858,684.3,0.615258599353979,0.8959926091842522
2008-03-01,12.783870967741937,17.419354838709676,8.551612903225807,50.2,96.63,562.51,22.383870967741935,-4.693865968801312,-46.42999999999999,-4504.19,1.9210735586481111,17.16454980842912,586.7,-0.20104650437152968,0.21282690968820178
2008-04-01,15.576666666666666,20.813333333333333,10.466666666666667,20.0,126.89,705.39,19.966666666666665,-1.9010702698765822,-106.89,-4611.08,6.312935323383084,17.23677203065134,481.2,-1.0834254843207234,-0.6590031960834636
2008-05-01,17.61935483870968,21.893548387096775,13.780645161290321,67.9,123.39,690.09,20.36774193548387,0.14161790216643055,-55.489999999999995,-4666.57,1.8145588235294117,17.165535471511557,539.9,-0.5924714926333524,-0.15657898816378926
2008-06-01,21.60666666666667,26.84333333333333,16.253333333333334,13.299999999999999,163.01,807.67,18.346666666666668,4.128929730123421,-149.70999999999998,-4816.28,12.164925373134329,17.171924360400446,553.2,-0.48123319468715026,-0.1026660295463151
2008-07-01,25.887096774193548,31.51290322580645,20.44193548387097,0.4,187.76,822.27,18.551612903225806,8.4093598376503,-187.35999999999999,-5003.639999999999,375.52,17.2356340378198,553.3000000000001,-0.4803968165071034,-0.06008036303790862
2008-08-01,25.874193548387098,31.493548387096773,20.483870967741936,9.700000000000001,175.73,763.82,17.938709677419357,8.396456611843849,-166.03,-5169.669999999999,17.93163265306122,17.203107156099367,560.4,-0.42101396572379357,0.010173607146744703
2008-09-01,23.316666666666666,28.14333333333333,19.23,65.2,129.8,531.67,18.976666666666667,5.838929730123418,-64.60000000000001,-5234.2699999999995,1.987748851454824,17.239773822766036,595.5,-0.12744522452742676,0.24600411499126346
2008-10-01,19.02258064516129,23.432258064516127,15.464516129032257,105.9,84.66,430.51,16.538709677419355,1.5448437086180427,21.24000000000001,-5213.03,0.7986792452830188,17.25751575824991,569.4,-0.345739929519597,0.0749186757045839
2008-11-01,13.18,17.006666666666668,10.056666666666667,148.9,61.519999999999996,308.69,20.866666666666667,-4.297736936543249,87.38000000000001,-5125.65,0.4128859060402684,17.279182424916574,576.5,-0.2863570787362862,0.05294496696841512
2008-12-01,10.074193548387097,13.83548387096774,7.238709677419355,141.4,43.35,243.88,20.474193548387095,-7.403543388156152,98.05000000000001,-5027.599999999999,0.3063604240282686,17.2361716722284,670.3000000000001,0.49816565414745195,0.6485253203752277
2009-01-01,10.490322580645161,13.858064516129032,7.625806451612903,122.0,49.879999999999995,273.48,24.32903225806452,-6.987414355898087,72.12,-4955.48,0.4085176085176085,17.239128661475714,766.9000000000001,1.3061069760724953,1.2475100511918698
2009-02-01,10.107142857142858,14.492857142857144,6.382142857142857,20.5,66.06,388.05,21.5,-7.370594079400391,-45.56,-5001.04,3.2067961165048544,17.12822964669739,765.4000000000001,1.2935613033717959,1.2328402794440618
2009-03-01,11.82258064516129,16.88064516129032,7.264516129032257,59.9,88.89,570.76,19.80322580645161,-5.655156291381958,-28.990000000000002,-5030.03,1.4815,17.04812211981567,775.1,1.3746899868363183,1.3407899922211848
2009-04-01,13.516666666666667,17.766666666666666,9.693333333333333,80.1,98.39,626.7,19.59,-3.961070269876581,-18.290000000000006,-5048.32,1.2268079800498755,16.876455453149003,835.2,1.8773532730443423,1.8892042440590942
2009-05-01,19.274193548387096,24.42258064516129,14.035483870967743,31.7,155.71,803.43,17.6,1.7964566118438476,-124.01,-5172.33,4.896540880503145,17.014358678955453,799.0,1.5745843718674624,1.465080716565487
2009-06-01,23.540000000000003,29.25,17.533333333333335,0.0,187.45,850.83,17.62,6.062263063456754,-187.45,-5359.78,1874.4999999999998,17.175469790066565,785.6999999999999,1.4633460739212603,1.2314785284801293
2009-07-01,26.990322580645163,32.561290322580646,21.258064516129032,0.9,194.04,841.03,16.03548387096774,9.512585644101915,-193.14,-5552.92,194.04,17.26740527393753,786.2,1.4675279648214943,1.195701616791381
2009-08-01,26.13225806451613,31.361290322580647,21.241935483870968,3.7,171.32,739.22,18.30322580645161,8.654521127972881,-167.62,-5720.54,45.084210526315786,17.28891065028162,780.2,1.4173452740186965,1.1858598711884205
2009-09-01,21.823333333333334,26.290000000000003,18.10666666666667,81.9,115.6,554.51,17.773333333333333,4.345596396790086,-33.69999999999999,-5754.24,1.4097560975609755,17.164466205837176,796.9,1.557020430086483,1.3771239838497236
2009-10-01,18.77741935483871,23.793548387096774,14.596774193548388,24.9,95.18,464.94,15.709677419354838,1.2996824182954612,-70.28,-5824.5199999999995,3.8072000000000004,17.14403609831029,715.9000000000001,0.8795541042487147,0.8106355828541759
2009-11-01,15.733333333333333,20.953333333333333,11.996666666666666,56.199999999999996,75.61,333.66,19.073333333333334,-1.744403603209916,-19.410000000000004,-5843.929999999999,1.3429840142095915,17.35681387608807,623.1999999999999,0.10423153134548878,0.1496292854075583
2009-12-01,13.093548387096773,17.419354838709676,9.603225806451613,106.2,59.7,253.15,22.73225806451613,-4.384188549446476,46.5,-5797.429999999999,0.561618062088429,17.608426779313877,588.0,-0.1901735880309239,-0.16945372455005195
2010-01-01,11.429032258064517,15.029032258064515,8.264516129032257,78.0,56.03,279.26,25.86774193548387,-6.048704678478732,21.97,-5775.459999999999,0.7174135723431498,17.68665258576549,544.0,-0.5581799872514405,-0.4798710465553696
2010-02-01,12.528571428571428,16.428571428571427,8.928571428571429,82.3,65.85,322.49,23.95,-4.94916550797182,16.450000000000003,-5759.009999999999,0.7991504854368933,17.888438300051202,605.8,-0.0412982719826244,-0.09604296803992017
2010-03-01,12.887096774193548,17.116129032258065,9.064516129032258,80.0,84.92,524.73,20.700000000000003,-4.5906401623497,-4.920000000000002,-5763.929999999999,1.0601747815230962,17.97714797747056,625.9,0.12681374220674813,0.052944966968414414
2010-04-01,15.193333333333333,19.52,11.023333333333333,48.4,98.56,616.58,17.876666666666665,-2.284403603209915,-50.160000000000004,-5814.089999999999,2.0321649484536084,18.11687019969278,594.1999999999999,-0.1383181408680335,-0.14432322948840473
2010-05-01,17.009677419354837,21.53548387096774,12.448387096774193,39.9,130.8,730.91,19.98709677419355,-0.46805951718841143,-90.9,-5904.989999999999,3.2700000000000005,17.928160522273426,602.4000000000001,-0.06973513010420863,0.06062029058330169
2010-06-01,21.240000000000002,26.346666666666668,15.826666666666666,6.4,164.5,811.62,18.673333333333336,3.7622630634567535,-158.1,-6063.089999999999,25.307692307692307,17.736493855606756,608.8000000000001,-0.016206926581224593,0.2422902487259953
2010-07-01,25.796774193548387,31.46451612903226,19.932258064516127,0.0,200.73,849.06,19.438709677419357,8.319037257005139,-200.73,-6263.819999999999,2007.2999999999997,17.637031490015364,607.9,-0.02373433020164501,0.19530984047035477
2010-08-01,25.248387096774195,30.551612903225806,20.419354838709676,35.4,166.7,738.7,17.761290322580646,7.770650160230947,-131.29999999999998,-6395.119999999999,4.6957746478873235,17.563375576036865,639.6,0.2413975528731366,0.42012254506124525
2010-09-01,22.616666666666667,27.740000000000002,18.083333333333332,21.7,130.63,584.09,17.863333333333333,5.138929730123419,-108.92999999999999,-6504.049999999999,5.992201834862385,17.629486687147978,579.4,-0.2621021115149341,-0.04553438683227544
2010-10-01,18.451612903225808,23.338709677419356,14.67741935483871,110.6,91.75,439.14,18.874193548387098,0.9738759666825594,18.849999999999994,-6485.199999999999,0.8288166214995484,17.60233614951357,665.0999999999999,0.45467398878502596,0.5061604468732867
2010-11-01,14.22,17.366666666666667,11.57,125.9,56.94,262.6,22.44333333333333,-3.257736936543248,68.96000000000001,-6416.239999999999,0.45190476190476186,17.476225038402458,734.8,1.0376295802775264,1.0531510499761774
2010-12-01,11.580645161290322,15.98709677419355,8.190322580645162,74.1,58.49,262.28,20.58709677419355,-5.897091775252926,15.609999999999992,-6400.629999999999,0.7882749326145554,17.350149769585254,702.6999999999999,0.7691521844825585,0.8619488350859628
2011-01-01,10.619354838709677,14.925806451612903,7.27741935483871,59.6,46.4,283.23,17.83225806451613,-6.858382097833571,13.200000000000003,-6387.429999999999,0.777219430485762,17.28267665130568,684.3,0.615258599353979,0.8076644898419622
2011-02-01,10.217857142857143,14.235714285714286,6.664285714285714,125.80000000000001,53.33,340.81,20.00357142857143,-7.259879793686105,72.47000000000001,-6314.959999999999,0.42359015091342334,17.09011712749616,727.8,0.9790831076742624,1.1544158034758178
2011-03-01,12.870967741935484,17.532258064516128,8.874193548387098,56.0,92.38,560.08,20.38064516129032,-4.6067691946077645,-36.379999999999995,-6351.339999999999,1.6467023172905524,17.088773041474656,703.8,0.7783523444630716,0.9596854156335997
2011-04-01,16.386666666666667,21.54,11.496666666666666,87.6,114.91,664.54,19.503333333333334,-1.0910702698765817,-27.310000000000002,-6378.65,1.3102622576966934,17.1882174859191,743.0,1.1062125910413503,1.1011218225692225
2011-05-01,18.664516129032258,23.20967741935484,14.174193548387096,66.8,133.18,724.86,18.82903225806452,1.1867791924890092,-66.38000000000001,-6445.03,1.990732436472347,17.32612071172555,769.9,1.3311983214738932,1.2528951572765084
2011-06-01,21.58,26.209999999999997,16.71333333333333,30.299999999999997,152.05,784.29,15.846666666666666,4.10226306345675,-121.75000000000001,-6566.78,5.001644736842106,17.354454045058883,793.8,1.5310927065050373,1.477893555180662
2011-07-01,25.806451612903224,31.038709677419355,20.48709677419355,1.4,189.1,826.12,19.09032258064516,8.328714676359976,-187.7,-6754.48,126.06666666666666,17.355260496671786,795.1999999999999,1.5428020010256898,1.5585463509080655
2011-08-01,26.53548387096774,32.42580645161291,20.81935483870968,0.0,186.24,769.75,18.203225806451613,9.057746934424493,-186.24,-6940.719999999999,1862.4,17.462518561187917,759.8,1.2467241252891836,1.218479996551691
