Date,SARIMA,LSTM,Ridge,Prophet,RL_Best_Forecast,RL_Best_Forecast_Lower,RL_Best_Forecast_Upper,RL_Best_Forecast_Std,Model_Used
2027-02-01,11.927455841532137,10.779459,13.542444098684175,12.320345480699547,11.927455841532137,9.22455743971758,14.630354243346693,1.3790297968441612,SARIMA
2027-03-01,13.844582167826616,11.253348,17.27187813187727,12.10846069154589,13.844582167826616,9.3246204073718,18.36454392828143,2.30610293900756,SARIMA
2027-04-01,16.259487241503653,13.57237,20.24371827634884,15.380023311902397,16.259487241503653,11.476068696206108,21.0429057868012,2.4405196659681354,SARIMA
2027-05-01,19.373867513344724,18.046312,22.457964532098867,17.672003181329078,18.046312,14.357337262382867,21.735286737617134,1.882129968172007,LSTM
2027-06-01,23.657768607392978,23.104696,23.914616899127367,22.448584803440227,23.104696,21.6918938476408,24.517498152359202,0.720817424673062,LSTM
2027-07-01,27.089944668434185,26.208067,24.613675377434333,25.984335430068587,26.208067,23.92730511332579,28.48882888667421,1.163654023813373,LSTM
2027-08-01,27.276068000588168,26.655254,24.55513996701977,26.356204482423102,26.655254,24.672191174184654,28.638316825815345,1.0117667478649721,LSTM
2027-09-01,24.365561812260143,24.662579,23.73901066788367,24.003570920713457,24.662579,23.609507357512566,25.715650642487436,0.5372814502486917,LSTM
2027-10-01,20.87089242103043,20.938358,22.16528748002604,19.71624452458106,20.87089242103043,18.528051095358364,23.213733746702495,1.1953272069755443,SARIMA
2027-11-01,15.840605371859844,16.673645,19.83397040344688,15.491918422958726,16.673645,13.314372400145364,20.032917599854635,1.713914591762569,LSTM
2027-12-01,12.856064597549636,13.500509,16.745059438146175,11.955525796388836,13.500509,9.960135307134857,17.04088269286514,1.806313108604664,LSTM
2028-01-01,11.547272639325344,11.539376,9.251820848146467,11.2022042148971,11.539376,9.671015434880976,13.407736565119025,0.9532451862852164,LSTM
2028-02-01,11.9897151255677,10.817823,13.747506642843302,11.724446026403736,11.9897151255677,9.118899117410894,14.860531133724507,1.4647020449779629,SARIMA
2028-03-01,13.90689242364027,11.141918,17.4855985488186,12.386038440030788,13.90689242364027,9.243882661731783,18.569902185548756,2.379086613218616,SARIMA
2028-04-01,16.321861703835065,13.338042,20.46609656607237,15.061668430364826,16.321861703835065,11.167447310360522,21.476276097309608,2.6298032619768077,SARIMA
2028-05-01,19.436324779557086,17.825352,22.6890006946046,18.01487257067642,17.825352,14.006678830486184,21.644025169513814,1.9483026375070487,LSTM
2028-06-01,23.720339772232112,22.7807,24.1543109344153,23.040646549004908,22.7807,21.28164863572078,24.279751364279218,0.7648221246322533,LSTM
2028-07-01,27.15260708657997,26.017094,24.862027285504467,25.26161374542021,26.017094,23.59778867520741,28.43639932479259,1.2343394514247905,LSTM
2028-08-01,27.338735367305706,26.973652,24.812149747872105,26.41702567692618,26.973652,25.080702590214546,28.866601409785456,0.9657905151966604,LSTM
2028-09-01,24.428151795618263,25.28136,24.0046783215182,24.010091484188088,25.28136,24.16497171680446,26.39774828319554,0.5695858587732342,LSTM
2028-10-01,20.93338948953456,21.6278,22.439613006442773,20.180264232552123,20.93338948953456,18.450374078252786,23.41640490081633,1.2668445975927414,SARIMA
2028-11-01,15.902968697129802,17.226229,20.11695380264581,15.267597019524198,17.226229,13.571828322892024,20.880629677107976,1.8644901413816202,LSTM
2028-12-01,12.918348571058605,13.790747,17.036700710127313,11.706710749504488,13.790747,9.917632975033762,17.663861024966238,1.976078584166448,LSTM
2029-01-01,11.609521815203951,11.616443,9.45990136782076,10.826460431396765,11.616443,9.892622648609732,13.340263351390268,0.8795001792807486,LSTM
2029-02-01,12.051976064927889,10.780088,13.964245035299792,12.083651209288792,12.051976064927889,9.021911484386397,15.08204064546938,1.5459513166028023,SARIMA
2029-03-01,13.96920433613376,11.092208,17.71099481405729,11.491532460593495,13.96920433613376,8.805188447710583,19.133220224556936,2.6347019838893764,SARIMA
2029-04-01,16.384237824553413,13.211556,20.700150704093257,14.243295685400266,16.384237824553413,10.752196468375416,22.01627918073141,2.8734904878459164,SARIMA
2029-05-01,19.498783706357944,17.583534,22.93171270540769,17.112932388320782,17.583534,13.097205873425148,22.069862126574854,2.2889429217218633,LSTM
2029-06-01,23.782912600688025,22.551233,24.4056808180006,21.92804413899769,22.551233,20.633871297289243,24.468594702710757,0.9782457666891623,LSTM
2029-07-01,27.21527117076874,25.739433,25.12205504187196,24.7252489168719,25.739433,23.22496186581001,28.253904134189987,1.2828934358112194,LSTM
2029-08-01,27.4014044001978,26.604753,25.0808353770218,25.49642473882361,26.604753,24.812928618492517,28.39657738150748,0.914196113014021,LSTM
2029-09-01,24.490743443093507,24.952156,24.2820218234501,23.08862125495964,24.952156,23.60412517885693,26.30018682114307,0.6877708271138109,LSTM
2029-10-01,20.995888219685423,21.450504,22.72561438115687,19.10783128809267,20.995888219685423,18.438608788491745,23.5531676508791,1.304734403670244,SARIMA
2029-11-01,15.965333680490591,17.225515,20.41161305014211,14.39997483666759,17.225515,12.895664234413982,21.55536576558602,2.209107533462255,LSTM
2029-12-01,12.980634200548623,13.890845,17.34001783040581,10.857012340223845,13.890845,9.308027871636412,18.47366212836359,2.3381720042671366,LSTM
2030-01-01,11.671772646138429,11.741692,9.67965773579241,10.008415106292205,11.741692,9.901451067191973,13.581932932808028,0.938898435106137,LSTM
2030-02-01,12.114238659656708,10.87048,14.192659276053645,11.112770747992212,12.114238659656708,9.021204976736872,15.207272342576545,1.5780784096529779,SARIMA
2030-03-01,14.031517905351135,11.0837555,17.94806692759334,11.172407417537755,14.031517905351135,8.547908562027061,19.51512724867521,2.7977598690428955,SARIMA
2030-04-01,16.44661560370279,13.07738,20.945880690411503,13.795988998735456,16.44661560370279,10.402080597850023,22.491150609555554,3.083946431557534,SARIMA
2030-05-01,19.561244293791443,17.338297,23.186100564508145,16.781842510674903,17.338297,12.405889695455006,22.270704304544996,2.5165343390535684,LSTM
2030-06-01,23.84548709280495,22.289164,24.66872654988325,21.18957041637692,22.289164,19.644538646271705,24.933789353728294,1.3492986498613755,LSTM
2030-07-01,27.277936921044795,25.660181,25.393758646536817,24.764138394866656,25.660181,23.093898026759593,28.22646397324041,1.309328047571637,LSTM
2030-08-01,27.464075099308747,26.812109,25.36119685446885,24.9418831466206,26.812109,24.792540623104493,28.831677376895506,1.0303920290283204,LSTM
2030-09-01,24.55333675473011,25.352528,24.57104117367936,22.30486946617665,25.352528,23.12159595584093,27.583460044159068,1.1382306347750346,LSTM
2030-10-01,21.058388611527203,21.887104,23.023291604168328,18.40689968995077,21.058388611527203,17.724521907131955,24.39225531592245,1.7009524002016578,SARIMA
2030-11-01,16.027700321986288,17.586744,20.717948145935768,13.677929026292968,17.586744,12.575416233587031,22.598071766412968,2.556799880822943,LSTM
2030-12-01,13.042921486063731,14.096924,17.655010798981674,10.379932608817208,14.096924,8.984071172756716,19.20977682724328,2.6085983812465736,LSTM
2031-01-01,11.734025132172778,11.819396,9.91108995206142,9.329112601893977,11.819396,9.66697228297382,13.971819717026179,1.0981753658296836,LSTM
2031-02-01,12.176502909798172,10.859011,14.432749365104854,10.05906531492348,12.176502909798172,8.931733190055816,15.421272629540528,1.6554947549705898,SARIMA
2031-03-01,14.093833131336446,11.035099,18.196814889426754,11.618315115564048,14.093833131336446,8.566913801755785,19.620752460917107,2.819856800806459,SARIMA
2031-04-01,16.50899504132728,12.947276,21.203286525027124,14.063112669052384,16.50899504132728,10.289788110593431,22.728201972061132,3.1730647605784954,SARIMA
2031-05-01,19.623706541901733,17.09017,23.45216427190596,17.21129410608584,17.09017,12.037375808901318,22.142964191098685,2.5779562199483075,LSTM
2031-06-01,23.908063248627126,22.008795,24.943448130063267,21.16891619376807,22.008795,19.079150397079214,24.938439602920784,1.494716634143258,LSTM
2031-07-01,27.34060433745243,25.364435,25.677138099499032,25.567657798176192,25.364435,22.746340187709173,27.982529812290828,1.3357626593320544,LSTM
2031-08-01,27.526747464682856,26.540045,25.653234180213275,25.09696475307002,26.540045,24.73528596193943,28.34480403806057,0.9207954275819236,LSTM
2031-09-01,24.615931730572328,25.194134,24.871736372205973,22.092262171385045,25.194134,22.782672400179305,27.605595599820692,1.2303375509289258,LSTM
2031-10-01,21.12089066510408,21.891,23.33264467547715,18.421389585849724,21.12089066510408,17.62127537942648,24.620505950781684,1.7855180028967368,SARIMA
2031-11-01,16.090068621660983,17.724222,21.03595909002679,13.534917726997575,17.724222,12.39144188826662,23.057002111733382,2.7208061794558067,LSTM
2031-12-01,13.105210427647949,14.271328,17.98167961585489,10.619118504250444,14.271328,9.071019973529204,19.471636026470797,2.6532183808524477,LSTM
2032-01-01,11.796279273351006,11.970139,10.154198016627795,9.221953531780166,11.970139,9.720774485782574,14.219503514217426,1.1476349562333807,LSTM
2032-02-01,12.238768815396291,10.949395,14.68451530245343,9.37355455923568,12.238768815396291,8.427642361530983,16.049895269261597,1.944452272380259,SARIMA
2032-03-01,14.156150014133738,11.048463,18.45723869955753,11.89654640537754,14.156150014133738,8.528296250050321,19.784003778217155,2.8713539612670496,SARIMA
2032-04-01,16.571376137470992,12.836718,21.4723682079401,13.741106037867532,16.571376137470992,9.976503827883963,23.16624844705802,3.364730770197463,SARIMA
2032-05-01,19.68617045073297,16.857878,23.72990382760113,17.555124019119866,16.857878,11.60935871100527,22.106397288994728,2.677815963772822,LSTM
2032-06-01,23.970641068198784,21.780966,25.22984555854064,21.76210903343245,21.780966,18.874716185939025,24.687215814060973,1.4827805173780482,LSTM
2032-07-01,27.403273420035944,25.284966,25.972193400758613,24.840182150750245,25.284966,22.614917398414782,27.95501460158522,1.362269694686336,LSTM
2032-08-01,27.589421496364427,26.64937,25.956947354255053,25.1560696790666,26.64937,24.894877822367217,28.403862177632785,0.8951490702208087,LSTM
2032-09-01,24.67852837066441,25.44873,25.18410741902996,22.09594841262482,25.44873,22.838982663098097,28.058477336901905,1.3315037433172978,LSTM
2032-10-01,21.18339438046024,22.189762,23.65367359508333,18.88587909944788,21.18339438046024,17.78206809367822,24.58472066724226,1.7353705544806222,SARIMA
2032-11-01,16.152438579558762,17.99784,21.36564588241517,13.306597556605176,17.99784,12.262956113884595,23.732723886115405,2.9259611663854104,LSTM
2032-12-01,13.167501025345311,14.447132,18.32002428102548,10.367046430674224,14.447132,8.840436742194616,20.053827257805384,2.8605588050027473,LSTM
2033-01-01,11.85853506971712,12.055249,10.408981929491528,8.841438456196162,12.055249,9.52148280023898,14.58901519976102,1.292737857020929,LSTM
2033-02-01,12.301036376495087,10.959295,14.947957088099365,9.73138874561046,12.301036376495087,8.504269474096027,16.097803278894148,1.9371259706117656,SARIMA
2033-03-01,14.218468553787064,11.016039,18.729338357985668,12.885425947785118,14.218468553787064,8.641902339654,19.79503476792013,2.845186843945441,SARIMA
2033-04-01,16.63375889217801,12.709705,21.75312573915044,14.715644978129516,16.63375889217801,10.048431129030659,23.219086655325363,3.3598611036466086,SARIMA
2033-05-01,19.748636020329307,16.605839,24.01931923159368,18.53690745943232,16.605839,11.27564459271825,21.936033407281748,2.719486942490689,LSTM
2033-06-01,24.03322055156416,21.484901,25.527918835315383,22.441199755276045,21.484901,18.462315002508632,24.50748699749137,1.5421357130058004,LSTM
2033-07-01,27.46594416883964,25.006731,26.27892455031555,26.189844777850045,25.006731,22.28487055936436,27.728591440635636,1.3887043064467535,LSTM
2033-08-01,27.65209719439776,26.448313,26.2723363765942,26.0285532624629,26.448313,25.222791024446558,27.67383497555344,0.6252663140578784,LSTM
2033-09-01,24.74112667505059,25.390295,25.50815431415129,22.654610056048565,25.390295,23.144625466260255,27.63596453373974,1.1457497621121144,LSTM
2033-10-01,21.24589975763985,22.284067,23.98637836298688,19.6061673482716,21.24589975763985,18.126327326551095,24.365472188728607,1.5916185872901811,SARIMA
2033-11-01,16.214810195723715,18.196663,21.70700852310092,13.91978252229334,18.196663,12.596619884450478,23.796706115549526,2.857164854872206,LSTM
2033-12-01,13.229793279199848,14.646516,18.670044794493418,11.31170610649952,14.646516,9.352307208561516,19.940724791438484,2.7011269344073896,LSTM
2034-01-01,11.920792521315123,12.207962,10.675441690652622,9.50482256281592,12.207962,10.100608414948203,14.315315585051797,1.075180400536631,LSTM
2034-02-01,12.36330559313857,11.038055,15.22307472204266,9.767703071544664,12.36330559313857,8.395788422710487,16.33082276356665,2.0242434543000423,SARIMA
2034-03-01,14.280788750340475,11.025145,19.013113864711165,13.893706598377438,14.280788750340475,8.664170877617305,19.897406623063645,2.8656213636342707,SARIMA
2034-04-01,16.696143305492445,12.606572,22.045559118658133,15.996346263096216,16.696143305492445,10.067390734440828,23.324895876544062,3.3820166178834787,SARIMA
2034-05-01,19.81110325073491,16.387863,24.320410483883578,19.53341286968956,16.387863,10.847077045091176,21.928648954908823,2.8269316096473593,LSTM
2034-06-01,24.09580169876748,21.253683,25.83766796038748,23.429519747681017,21.253683,18.036728325552797,24.4706376744472,1.6413034053302056,LSTM
2034-07-01,27.52861658390781,24.897974,26.59733154816985,27.55852697528241,24.897974,22.124301720313944,27.67164627968606,1.415138918207171,LSTM
2034-08-01,27.714774558827155,26.483356,26.59940124723069,27.20213524302516,26.483356,25.47816598606275,27.488546013937253,0.5128520479271694,LSTM
2034-09-01,24.80372664377513,25.554474,25.843877057570005,23.75850870152648,25.554474,23.97457374779643,27.134374252203568,0.8060715572467185,LSTM
2034-10-01,21.308406796687127,22.511564,24.330758979187777,20.63301061754286,21.308406796687127,18.488875438932666,24.127938154441587,1.438536407017582,SARIMA
2034-11-01,16.27718347019993,18.432947,22.06004701208402,15.08619145924326,18.432947,13.23574501576882,23.630148984231177,2.65163366542407,LSTM
2034-12-01,13.292087189255597,14.8165655,19.03174115625873,12.564024577585808,14.8165655,9.905045883788022,19.72808511621198,2.5058773552101927,LSTM
2035-01-01,11.98305162818903,12.295803,10.953577300111082,10.71464853425073,12.295803,10.987844076145166,13.603761923854833,0.6673259815585887,LSTM
2035-02-01,12.425576465370757,11.06368,15.509868204283318,10.510061408637345,12.425576465370757,8.626576206835175,16.22457672390634,1.9382654380283577,SARIMA
2035-03-01,14.343110603838026,11.003908,19.30856521973402,14.386963594148876,14.343110603838026,8.5361972010451,20.15002400663095,2.9627109197923094,SARIMA
2035-04-01,16.758529377458384,12.484386,22.3496683464632,17.00491172017498,16.758529377458384,9.900013314010536,23.61704544090623,3.4992428895142083,SARIMA
2035-05-01,19.87357214199392,16.137,24.63317758447084,20.01009616542601,16.137,10.232688207527062,22.04131179247294,3.012403975751499,LSTM
2035-06-01,24.158384509852983,20.945642,26.159092933756945,24.148895844882063,20.945642,17.285160408129155,24.606123591870844,1.8675926489136958,LSTM
2035-07-01,27.591290665284763,24.640884,26.92741439432152,28.411208380884386,24.640884,21.815399881263527,27.466368118736472,1.4415735299675885,LSTM
2035-08-01,27.77745358969693,26.327736,26.93814196616456,28.098311851305983,26.327736,24.962524984695925,27.692947015304078,0.6965362322979975,LSTM
2035-09-01,24.86632827688228,25.550587,26.19127564928607,24.876425728160967,25.550587,24.255271901784305,26.845902098215696,0.6608750501100495,LSTM
2035-10-01,21.370915497646223,22.64849,24.686815443686044,21.38806004152272,21.370915497646223,18.49896247877748,24.242868516514967,1.4652821524840542,SARIMA
2035-11-01,16.339558403031496,18.657053,22.424761349364488,16.274424741801294,18.657053,13.754508049453326,23.559597950546674,2.501298444156467,LSTM
2035-12-01,13.354382755556584,15.00456,19.405113366321395,13.545175173323578,15.00456,10.223496208902919,19.78562379109708,2.4393182607638164,LSTM
2036-01-01,12.045312390382849,12.428343,11.2433887578669,11.939245964090984,12.428343,11.318936688604968,13.537749311395032,0.5660236282627715,LSTM
2036-02-01,12.487848993235668,11.131607,15.80833753482134,11.555520674150568,12.487848993235668,8.891361309716778,16.084336676754557,1.8349426956729022,SARIMA
2036-03-01,14.405434114323768,11.007976,19.61569242305425,14.670150905386912,14.405434114323768,8.389753062196535,20.421115166451003,3.069225026595527,SARIMA
2036-04-01,16.820917108119932,12.385488,22.665453422565616,16.684884740202527,16.820917108119932,9.656523165392397,23.985311050847468,3.655303032003845,SARIMA
2036-05-01,19.936042694150512,15.924224,24.95762053335546,20.35918908224748,15.924224,9.650946950450168,22.197501049549835,3.200651555892772,LSTM
2036-06-01,24.22096898486492,20.710323,26.492193755423767,24.74885117950388,20.710323,16.59488480505513,24.825761194944867,2.099713364767791,LSTM
2036-07-01,27.653966413014803,24.504519,27.269173088770543,27.6832812507798,24.504519,21.62708109196913,27.381956908030865,1.46808056532187,LSTM
2036-08-01,27.840134287051388,26.313745,27.288558533395783,28.161331909655686,26.313745,24.939747939414193,27.68774206058581,0.7010189084621474,LSTM
2036-09-01,24.92893157441629,25.662254,26.55035008929949,24.883490075130464,25.662254,24.334504540558957,26.990003459441045,0.6774231935923701,LSTM
2036-10-01,21.433425860561336,22.839556,25.05454775648167,21.858650761603634,21.433425860561336,18.50890755958895,24.357944161533723,1.4921011739655032,SARIMA
2036-11-01,16.401934994262508,18.878004,22.80115153494232,16.04831823241032,18.878004,13.595883532281572,24.16012446771843,2.6949594223053204,LSTM
2036-12-01,13.416679978146854,15.148255,19.790161424681425,13.295477473911106,15.148255,9.99054685778562,20.30596314221438,2.6314837460277456,LSTM
2037-01-01,12.107574807940583,12.522241,11.544876063920078,11.560172024386125,12.522241,11.39262224582129,13.651859754178709,0.5763360990707698,LSTM
2037-02-01,12.55012317677732,11.166392,16.118482713656718,11.917984013413353,12.55012317677732,8.825485457775724,16.274760895778915,1.9003253668375488,SARIMA
2037-03-01,14.467759281841758,10.994197,19.934495474671827,14.422143924534089,14.467759281841758,8.192339844864815,20.7431787188187,3.2017446107025216,SARIMA
2037-04-01,16.88330649752119,12.270181,22.9929143469654,17.013043855120877,16.88330649752119,9.422170667065412,24.344442327976967,3.806701954314172,SARIMA
2037-05-01,19.99851490724883,15.679428,25.29373933053744,20.103735228499225,15.679428,9.002998561476987,22.35585743852301,3.406341550266843,LSTM
2037-06-01,24.283555123847524,20.411093,26.83697042538796,24.779803812815032,20.411093,15.857212557168006,24.964973442831997,2.3234083891999973,LSTM
2037-07-01,27.71664382714223,24.269392,27.622607631516928,27.7973215451622,24.269392,21.340142252918717,27.198641747081282,1.4945151770822878,LSTM
2037-08-01,27.90281665093483,26.18836,27.650650948924373,28.38652908435057,26.18836,24.581885779152717,27.79483422084728,0.8196297045139191,LSTM
2037-09-01,24.991536536421407,25.686792,26.92110037761028,25.490149111959088,25.686792,24.295242174276076,27.078341825723925,0.7099744008795539,LSTM
2037-10-01,21.495937885476653,22.992659,25.43395591757466,21.93074956369396,21.495937885476653,18.503435298644078,24.48844047230923,1.5267870340982537,SARIMA
2037-11-01,16.464313243937056,19.104006,23.189217568817508,16.709857542757756,19.104006,13.81165178784838,24.396360212151617,2.7001807204855193,LSTM
2037-12-01,13.47897885707044,15.310305,20.18688533133881,13.59304488500353,15.310305,9.974667896163155,20.645942103836845,2.7222638284881864,LSTM
2038-01-01,12.169838880906257,12.6468525,11.85803921827062,12.272214434189555,12.6468525,11.497076528291121,13.796628471708878,0.5866203937290194,LSTM
2038-02-01,12.612399016039738,11.226812,16.440303740789467,12.697300724812663,12.612399016039738,8.819000822306867,16.405797209772608,1.9354072417004444,SARIMA
2038-03-01,14.530086106436054,10.999406,20.26497437458677,13.64467922445398,14.530086106436054,7.9048380466722,21.155334166199907,3.3802286019203334,SARIMA
2038-04-01,16.945697545706256,12.1750965,23.332051119662545,16.65889562125798,16.945697545706256,9.155783989923826,24.735611101488686,3.97444569172573,SARIMA
2038-05-01,20.060988781333045,15.468584,25.641533976016788,19.314000672377286,15.468584,8.349160943271926,22.588007056728074,3.6323587024122834,LSTM
2038-06-01,24.34614292684504,20.172575,27.19342294364949,24.13131985726868,20.172575,15.274725011290307,25.07042498870969,2.4989030554641274,LSTM
2038-07-01,27.77932290771136,24.114996,27.98771802256068,27.38127699780377,24.114996,21.029026770656873,27.20096522934313,1.5744740966036366,LSTM
2038-08-01,27.96550068139157,26.144894,28.02441921275032,27.923896802206148,26.144894,24.593257976382137,27.696530023617864,0.7916510324580934,LSTM
2038-09-01,25.05414316294189,25.767637,27.30352651421843,25.35522630193429,25.767637,24.0713335112159,27.4639404887841,0.8654609636653564,LSTM
2038-10-01,21.558451572436365,23.161516,25.82503992696501,21.3202896923937,21.558451572436365,18.038369822969678,25.078533321903052,1.7959600762585137,SARIMA
2038-11-01,16.526693152099238,19.312372,23.588959450990057,16.637560465632117,19.312372,13.695217759630598,24.929526240369402,2.865895020596634,LSTM
2038-12-01,13.54127939237138,15.448311,20.59528508629357,13.208943378101816,15.448311,9.659455758777138,21.237166241222862,2.95349757205248,LSTM
2039-01-01,12.232104609323878,12.745306,12.18287822091852,12.243319248439493,12.745306,11.575372810760951,13.915239189239047,0.596904688387269,LSTM
2039-02-01,12.67467651106694,11.267155,16.77380061621957,12.790494513530083,12.67467651106694,8.6546517147904,16.69470130734348,2.051033059324765,SARIMA
2039-03-01,14.592414588150708,10.991629,20.60712912279908,12.794311835334176,14.592414588150708,7.506478467131304,21.67835070917011,3.6152735311323494,SARIMA
2039-04-01,17.00809025271923,12.068914,23.68286374065705,15.989066580871024,17.00809025271923,8.817136576992814,25.199043928445647,4.1790579978196005,SARIMA
2039-05-01,20.123464316447308,15.232037,26.001004469793497,18.44663882046937,15.232037,7.5677094161257985,22.896364583874202,3.9103712162623476,LSTM
2039-06-01,24.408732393901698,19.888472,27.561551310208408,23.170360066545783,19.888472,14.502124113931389,25.274819886068613,2.748136676565618,LSTM
2039-07-01,27.84200365476648,23.90452,28.364504261901786,26.89154039239355,23.90452,20.521619553161283,27.28742044683872,1.7259696157340394,LSTM
2039-08-01,28.028186378465914,26.03915,28.40986332487364,27.140272281065737,26.03915,24.249814656761608,27.82848534323839,0.9129261955297916,LSTM
2039-09-01,25.116751454022005,25.80458,27.697628499123944,24.684358716090955,25.80458,23.546359244211406,28.062800755788597,1.1521534468309156,LSTM
2039-10-01,21.620966921484666,23.315653,26.227799784652724,20.394472589692512,21.620966921484666,17.331276247951468,25.910657595017863,2.1886176905781616,SARIMA
