Date,SARIMA,LSTM,Ridge,Prophet,RL_Best_Forecast,Model_Used
2029-06-01,23.782912600688025,22.551233,24.405680818000597,21.92804413899769,22.551233,LSTM
2029-07-01,27.21527117076874,25.739433,25.12205504187196,24.7252489168719,27.21527117076874,SARIMA
2029-08-01,27.4014044001978,26.604753,25.0808353770218,25.49642473882361,27.4014044001978,SARIMA
2029-09-01,24.490743443093507,24.952156,24.2820218234501,23.088621254959637,24.952156,LSTM
2029-10-01,20.995888219685423,21.450504,22.72561438115687,19.10783128809267,21.450504,LSTM
2029-11-01,15.965333680490591,17.225515,20.41161305014211,14.39997483666759,17.225515,LSTM
2029-12-01,12.980634200548623,13.890845,17.34001783040581,10.857012340223845,13.890845,LSTM
2030-01-01,11.671772646138429,11.741692,9.67965773579241,10.008415106292205,11.671772646138429,SARIMA
2030-02-01,12.114238659656708,10.87048,14.192659276053645,11.112770747992212,12.114238659656708,SARIMA
2030-03-01,14.031517905351135,11.0837555,17.94806692759334,11.172407417537755,14.031517905351135,SARIMA
2030-04-01,16.44661560370279,13.07738,20.945880690411503,13.795988998735456,13.07738,LSTM
2030-05-01,19.561244293791443,17.338297,23.186100564508145,16.781842510674903,23.186100564508145,Ridge
2030-06-01,23.84548709280495,22.289164,24.66872654988325,21.189570416376917,22.289164,LSTM
2030-07-01,27.277936921044795,25.660181,25.393758646536817,24.764138394866656,27.277936921044795,SARIMA
2030-08-01,27.464075099308747,26.812109,25.361196854468854,24.941883146620597,27.464075099308747,SARIMA
2030-09-01,24.55333675473011,25.352528,24.57104117367936,22.30486946617665,25.352528,LSTM
2030-10-01,21.058388611527203,21.887104,23.023291604168328,18.40689968995077,21.887104,LSTM
2030-11-01,16.027700321986288,17.586744,20.717948145935768,13.677929026292968,17.586744,LSTM
2030-12-01,13.042921486063731,14.096924,17.655010798981674,10.379932608817208,14.096924,LSTM
2031-01-01,11.734025132172778,11.819396,9.91108995206142,9.329112601893977,11.734025132172778,SARIMA
2031-02-01,12.176502909798172,10.859011,14.432749365104854,10.05906531492348,12.176502909798172,SARIMA
2031-03-01,14.093833131336446,11.035099,18.196814889426754,11.618315115564048,14.093833131336446,SARIMA
2031-04-01,16.50899504132728,12.947276,21.203286525027124,14.063112669052384,12.947276,LSTM
2031-05-01,19.623706541901733,17.09017,23.45216427190596,17.21129410608584,23.45216427190596,Ridge
2031-06-01,23.908063248627126,22.008795,24.943448130063267,21.16891619376807,22.008795,LSTM
2031-07-01,27.34060433745243,25.364435,25.677138099499032,25.567657798176192,27.34060433745243,SARIMA
2031-08-01,27.526747464682856,26.540045,25.653234180213275,25.09696475307002,27.526747464682856,SARIMA
2031-09-01,24.615931730572328,25.194134,24.871736372205973,22.092262171385045,25.194134,LSTM
2031-10-01,21.12089066510408,21.891,23.33264467547715,18.421389585849724,21.891,LSTM
2031-11-01,16.090068621660983,17.724222,21.03595909002679,13.534917726997575,17.724222,LSTM
2031-12-01,13.105210427647949,14.271328,17.98167961585489,10.619118504250444,14.271328,LSTM
2032-01-01,11.796279273351006,11.970139,10.154198016627795,9.221953531780166,11.796279273351006,SARIMA
2032-02-01,12.238768815396291,10.949395,14.68451530245343,9.37355455923568,12.238768815396291,SARIMA
2032-03-01,14.156150014133738,11.048463,18.45723869955753,11.89654640537754,14.156150014133738,SARIMA
2032-04-01,16.571376137470992,12.836718,21.4723682079401,13.741106037867532,12.836718,LSTM
2032-05-01,19.68617045073297,16.857878,23.72990382760113,17.555124019119866,23.72990382760113,Ridge
2032-06-01,23.970641068198784,21.780966,25.22984555854064,21.76210903343245,21.780966,LSTM
2032-07-01,27.403273420035944,25.284966,25.972193400758613,24.840182150750245,27.403273420035944,SARIMA
2032-08-01,27.589421496364427,26.64937,25.956947354255053,25.1560696790666,27.589421496364427,SARIMA
2032-09-01,24.67852837066441,25.44873,25.18410741902996,22.09594841262482,25.44873,LSTM
2032-10-01,21.18339438046024,22.189762,23.65367359508333,18.885879099447877,22.189762,LSTM
2032-11-01,16.152438579558762,17.99784,21.36564588241517,13.306597556605176,17.99784,LSTM
2032-12-01,13.167501025345311,14.447132,18.32002428102548,10.367046430674224,14.447132,LSTM
2033-01-01,11.85853506971712,12.055249,10.408981929491528,8.841438456196162,11.85853506971712,SARIMA
2033-02-01,12.301036376495087,10.959295,14.947957088099365,9.73138874561046,12.301036376495087,SARIMA
2033-03-01,14.218468553787064,11.016039,18.729338357985668,12.885425947785118,14.218468553787064,SARIMA
2033-04-01,16.63375889217801,12.709705,21.753125739150438,14.715644978129516,12.709705,LSTM
2033-05-01,19.748636020329307,16.605839,24.01931923159368,18.53690745943232,24.01931923159368,Ridge
2033-06-01,24.033220551564156,21.484901,25.527918835315383,22.441199755276045,21.484901,LSTM
2033-07-01,27.46594416883964,25.006731,26.27892455031555,26.189844777850045,27.46594416883964,SARIMA
2033-08-01,27.65209719439776,26.448313,26.2723363765942,26.0285532624629,27.65209719439776,SARIMA
2033-09-01,24.74112667505059,25.390295,25.508154314151295,22.654610056048565,25.390295,LSTM
2033-10-01,21.245899757639854,22.284067,23.98637836298688,19.606167348271597,22.284067,LSTM
2033-11-01,16.214810195723715,18.196663,21.707008523100917,13.91978252229334,18.196663,LSTM
2033-12-01,13.229793279199848,14.646516,18.670044794493418,11.31170610649952,14.646516,LSTM
2034-01-01,11.920792521315123,12.207962,10.675441690652622,9.50482256281592,11.920792521315123,SARIMA
2034-02-01,12.36330559313857,11.038055,15.22307472204266,9.767703071544664,12.36330559313857,SARIMA
2034-03-01,14.280788750340475,11.025145,19.013113864711165,13.893706598377438,14.280788750340475,SARIMA
2034-04-01,16.696143305492445,12.606572,22.045559118658133,15.996346263096216,12.606572,LSTM
2034-05-01,19.81110325073491,16.387863,24.320410483883578,19.533412869689556,24.320410483883578,Ridge
2034-06-01,24.095801698767477,21.253683,25.83766796038748,23.429519747681017,21.253683,LSTM
2034-07-01,27.52861658390781,24.897974,26.59733154816985,27.55852697528241,27.52861658390781,SARIMA
2034-08-01,27.714774558827155,26.483356,26.59940124723069,27.20213524302516,27.714774558827155,SARIMA
2034-09-01,24.80372664377513,25.554474,25.843877057570005,23.75850870152648,25.554474,LSTM
2034-10-01,21.308406796687127,22.511564,24.330758979187777,20.63301061754286,22.511564,LSTM
